井深,钻头深度,泵冲,立压log,大钩负荷,大钩高度,转速,钻压,入口流量log,出口流量log,总池体积,钻时,全烃,甲烷,出口密度,出口温度,垂深,钻头垂深,扭矩,方入,大钩速度,套压,泵冲1,泵冲3,迟到时间,泥浆溢漏,入口密度log,入口温度,H2S,C2,PWD垂深,PWD环空压力,PWD井斜,PWD方位,上返深度,操作模式,立压,测量回压,出口流量,出口密度,回压泵流量,循环回压,附加回压,入口流量,定点深度,定点垂深,定点压力,井口调节压力,定点压耗,定点ECD,钻头ECD,钻柱压降,钻头压降,环空压耗,目标回压,静液压力,溢流
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4887763,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.7221,1157.738,1.39469,0,0.1457867,1.155938,0.7628993,51.87612,54.84375,18.6659,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.625142,0.1137612,1.536313,1.310486,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184869,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4151184,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.7002,1157.738,1.372797,0,0.1457867,1.155938,0.7628993,51.87612,54.84375,18.6539,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.624672,0.1131991,1.512411,1.310541,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184861,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4519474,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.681,1157.738,1.353568,0,0.1457867,1.155938,0.7620792,51.87612,54.79753,18.6357,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.624736,0.1137996,1.508096,1.310597,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184869,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4519474,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.6618,1157.738,1.334335,0,0.1457867,1.155938,0.7620792,51.87612,54.79753,18.6231,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.62496,0.1136964,1.512534,1.310695,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184868,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4519474,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.6618,1157.738,1.334328,0,0.1457867,1.155938,0.7620792,51.87612,54.79753,18.608,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.624869,0.1141947,1.515139,1.310773,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184875,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4151184,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.6425,1157.738,1.315094,0,0.1457867,1.155938,0.7612591,51.87612,54.75132,18.5767,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.624304,0.114276,1.520323,1.310799,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184876,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4151184,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.6425,1157.738,1.315098,0,0.1457867,1.155938,0.7612591,51.87612,54.75132,18.5592,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.623567,0.1139964,1.543433,1.310862,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184872,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4151184,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.6618,1157.738,1.334333,0,0.1457867,1.155938,0.7612591,51.87612,54.7051,18.5415,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.623161,0.1135739,1.557389,1.310916,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184863,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.4151184,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.6737,1157.738,1.346227,0,0.1459383,1.155938,0.7612591,51.87612,54.7051,18.5231,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.622869,0.1136985,1.549052,1.310984,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184868,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.3782895,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.669,1157.738,1.341532,0,0.1457867,1.155938,0.7612591,51.87612,54.65889,18.5014,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.622519,0.1138119,1.550651,1.311019,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.18487,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.3782895,-999.25,17.15427,-1.30E-06,1.195794,0,0,0,0,159.6305,1157.738,1.303075,0,0.1457867,1.156598,0.7612591,51.87612,54.65889,18.4802,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.622201,0.1142611,1.552896,1.311117,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184876,0,0,0,2.607805,72.1722,0
6994.896,6994.896,6979.834,6979.834,11.67865,0,177.8397,0,0.3782895,-999.25,17.15427,-1.30E-06,1.182947,0,0,0,0,159.6352,1157.738,1.307773,0,0.1457867,1.156598,0.760439,51.87612,54.65889,18.4574,0,8.8787,0.6485,0,240.6355,87.01,117.42,0,3,1.622012,0.1137252,1.552842,1.311173,2.80E-45,2.607805,-1.107805,0,6800,6241.11,75,-1.547805,0,1.226234,1.184866,0,0,0,2.607805,72.1722,0
