井深,钻头深度,泵冲,立压log,大钩负荷,大钩高度,转速,钻压,入口流量log,出口流量log,总池体积,钻时,全烃,甲烷,出口密度,出口温度,垂深,钻头垂深,扭矩,方入,大钩速度,套压,泵冲1,泵冲3,迟到时间,泥浆溢漏,入口密度log,入口温度,H2S,C2,PWD垂深,PWD环空压力,PWD井斜,PWD方位,上返深度,操作模式,立压,测量回压,出口流量,出口密度,回压泵流量,循环回压,附加回压,入口流量,定点深度,定点垂深,定点压力,井口调节压力,定点压耗,定点ECD,钻头ECD,钻柱压降,钻头压降,环空压耗,目标回压,静液压力,溢流
7011.659,7011.659,7011.659,7011.659,9.333083,56.68617,1710.484,22.56,3.619237,-999.25,4.640318,7.36E-02,19.55448,0,0,50.4,0,156.4661,155.0762,0.1202071,0.7741895,0.6182356,1.145763,1.143784,50.77015,55.35211,21.3744,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.26344,0.2133411,12.46947,1.204779,2.80E-45,0,2,12.11112,6800,6241.11,75.5,-1.547805,4.551789,1.234409,1.254671,12.31772,0.2024703,4.697632,0,72.1722,0
7011.659,7011.659,7011.659,7011.659,9.333083,56.68617,1710.484,22.56,3.692895,-999.25,4.640318,7.36E-02,19.56634,0,0,50.4,0,156.3547,155.0762,8.75E-03,0.7741895,0.6182356,1.146611,1.143784,50.77015,55.35211,21.3763,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.257,0.2121586,12.50038,1.204758,2.80E-45,0,2,12.11112,6800,6241.11,75.5,-1.547805,4.551789,1.234409,1.254654,12.31772,0.2024703,4.697632,0,72.1722,0
7011.659,7011.659,7011.659,7011.659,9.333083,56.68617,1710.484,22.56,3.656066,-999.25,4.640318,7.36E-02,19.56634,0,0,50.4,0,156.2933,155.0762,-5.26E-02,0.7741895,0.6182356,1.146611,1.143784,50.77015,55.35211,21.3521,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.21678,0.2140415,12.53218,1.204726,2.80E-45,0,2,12.11112,6800,6241.11,75.5,-1.547805,4.551789,1.234409,1.254681,12.31772,0.2024703,4.697632,0,72.1722,0
7011.671,7011.671,7011.671,7011.671,9.333083,55.13375,1712.036,22.56,3.545579,-999.25,4.628056,7.36E-02,19.56634,0,0,50.4,0,156.2258,155.0762,-0.1200722,0.7741895,0.6188681,1.147458,1.143784,50.77015,55.35211,21.3469,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.19412,0.2133045,12.58792,1.20476,2.80E-45,0,2,12.11112,6800,6241.11,75.5,-1.547805,4.55179,1.234409,1.254671,12.31809,0.2024703,4.697812,0,72.1722,0
7011.671,7011.671,7011.671,7011.671,9.333083,55.13375,1712.036,22.56,3.435092,-999.25,4.628056,7.36E-02,19.56634,0,0,50.4,0,156.1777,155.0762,-0.1681638,0.7741895,0.6188681,1.147458,1.143784,50.77015,55.35211,21.3443,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.23965,0.2188325,12.71382,1.204768,2.80E-45,0,2,12.11112,6800,6241.11,75.5,-1.547805,4.55179,1.234409,1.254753,12.31809,0.2024703,4.697812,0,72.1722,0
7011.671,7011.671,7011.671,7011.671,9.333083,55.13375,1712.036,22.56,3.435092,-999.25,4.628056,7.36E-02,19.55448,0,0,50.4,0,156.1103,155.0762,-0.2355844,0.7741895,0.6188681,1.147458,1.143784,50.77015,55.35211,21.3705,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.41682,0.1933173,12.49808,1.204731,2.80E-45,0,2,12.11112,6800,6241.11,75.5,-1.547805,4.55179,1.234409,1.254382,12.31809,0.2024703,4.697812,0,72.1722,0
7011.671,7011.671,7011.671,7011.671,9.333083,55.13375,1712.036,22.56,3.287776,-999.25,4.628056,7.36E-02,19.53074,0,0,50.4,0,156.0817,155.0762,-0.2642584,0.7741895,0.6188681,1.147458,1.143784,50.77015,55.35211,21.3691,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.52505,0.179699,11.59353,1.20478,2.80E-45,0,2,12.11112,6800,6241.11,75.5,-1.547805,4.55179,1.234409,1.254184,12.31809,0.2024703,4.697812,0,72.1722,0
7011.671,7011.671,7011.671,7011.671,9.333083,53.58133,1713.589,22.75448,3.435092,-999.25,4.628056,7.36E-02,19.53074,0,0,50.15172,0,156.043,155.0762,-0.3029278,0.7703758,0.6188681,1.147458,1.143784,50.77015,55.35211,21.3174,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.45949,0.2245426,12.03438,1.204791,2.80E-45,0,2,12.05146,6800,6241.11,75.5,-1.547805,4.545485,1.234409,1.254742,12.21567,0.2004805,4.691324,0,72.1722,0
7011.671,7011.671,7011.671,7011.671,9.333083,52.02892,1715.141,22.17104,3.471921,-999.25,4.628056,7.36E-02,19.56634,0,0,50.15172,0,156.071,154.3161,-0.2749363,0.7703758,0.6195006,1.147458,1.143784,50.77015,55.35211,21.3083,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.3897,0.2154488,12.44541,1.204728,2.80E-45,0,2,12.05146,6800,6241.11,75.5,-1.547805,4.545485,1.234409,1.25461,12.21567,0.2004805,4.691324,0,72.1722,0
7011.671,7011.671,7011.671,7011.671,9.333083,52.02892,1715.141,22.75448,3.324605,-999.25,4.628056,7.36E-02,19.56634,0,0,50.64827,0,156.0804,155.8439,-0.2655131,0.7780033,0.620133,1.148305,1.143784,50.77015,55.35211,21.2971,0,11.6097,0.6238,0,73.12837,80.86,117.69,0,3,19.34489,0.2078913,12.36088,1.204802,2.80E-45,0,2,12.17078,6800,6241.11,75.5,-1.547805,4.558084,1.234409,1.254689,12.42086,0.2044701,4.704287,0,72.1722,0
